ID,NAME,NUM,DATE,RECORD,STATUS,LAT,LONG,WIND,PRESS
AL011851,UNNAMED,14,1851/06/25-00:00,,HU,28.0N,94.8W,80,-999
AL011851,UNNAMED,14,1851/06/25-06:00,,HU,28.0N,95.4W,80,-999
AL011851,UNNAMED,14,1851/06/25-12:00,,HU,28.0N,96.0W,80,-999
AL011851,UNNAMED,14,1851/06/25-18:00,,HU,28.1N,96.5W,80,-999
AL011851,UNNAMED,14,1851/06/25-21:00,L,HU,28.2N,96.8W,80,-999
AL011851,UNNAMED,14,1851/06/26-00:00,,HU,28.2N,97.0W,70,-999
AL011851,UNNAMED,14,1851/06/26-06:00,,TS,28.3N,97.6W,60,-999
AL011851,UNNAMED,14,1851/06/26-12:00,,TS,28.4N,98.3W,60,-999
AL011851,UNNAMED,14,1851/06/26-18:00,,TS,28.6N,98.9W,50,-999
AL011851,UNNAMED,14,1851/06/27-00:00,,TS,29.0N,99.4W,50,-999
AL011851,UNNAMED,14,1851/06/27-06:00,,TS,29.5N,99.8W,40,-999
AL011851,UNNAMED,14,1851/06/27-12:00,,TS,30.0N,100.0W,40,-999
AL011851,UNNAMED,14,1851/06/27-18:00,,TS,30.5N,100.1W,40,-999
AL011851,UNNAMED,14,1851/06/28-00:00,,TS,31.0N,100.2W,40,-999
AL021851,UNNAMED,1,1851/07/05-12:00,,HU,22.2N,97.6W,80,-999
AL031851,UNNAMED,1,1851/07/10-12:00,,TS,12.0N,60.0W,50,-999
AL041851,UNNAMED,49,1851/08/16-00:00,,TS,13.4N,48.0W,40,-999
AL041851,UNNAMED,49,1851/08/16-06:00,,TS,13.7N,49.5W,40,-999
AL041851,UNNAMED,49,1851/08/16-12:00,,TS,14.0N,51.0W,50,-999
AL041851,UNNAMED,49,1851/08/16-18:00,,TS,14.4N,52.8W,50,-999
AL041851,UNNAMED,49,1851/08/17-00:00,,TS,14.9N,54.6W,60,-999
AL041851,UNNAMED,49,1851/08/17-06:00,,TS,15.4N,56.5W,60,-999
AL041851,UNNAMED,49,1851/08/17-12:00,,HU,15.9N,58.5W,70,-999
AL041851,UNNAMED,49,1851/08/17-18:00,,HU,16.1N,60.4W,70,-999
AL041851,UNNAMED,49,1851/08/18-00:00,,HU,16.6N,62.5W,80,-999
AL041851,UNNAMED,49,1851/08/18-06:00,,HU,16.9N,64.1W,80,-999
AL041851,UNNAMED,49,1851/08/18-12:00,,HU,17.2N,66.0W,90,-999
AL041851,UNNAMED,49,1851/08/18-18:00,,HU,17.6N,67.6W,90,-999
AL041851,UNNAMED,49,1851/08/19-00:00,,HU,18.0N,69.3W,90,-999
AL041851,UNNAMED,49,1851/08/19-06:00,,HU,18.4N,71.1W,70,-999
AL041851,UNNAMED,49,1851/08/19-12:00,,TS,18.9N,72.6W,60,-999
AL041851,UNNAMED,49,1851/08/19-18:00,,TS,19.4N,74.3W,60,-999
AL041851,UNNAMED,49,1851/08/20-00:00,,HU,19.9N,75.9W,70,-999
AL041851,UNNAMED,49,1851/08/20-06:00,,HU,20.5N,77.6W,70,-999
AL041851,UNNAMED,49,1851/08/20-12:00,,HU,21.2N,79.0W,70,-999
AL041851,UNNAMED,49,1851/08/20-18:00,,HU,21.9N,80.4W,70,-999
AL041851,UNNAMED,49,1851/08/21-00:00,,TS,22.6N,81.4W,60,-999
AL041851,UNNAMED,49,1851/08/21-06:00,,TS,23.2N,82.5W,60,-999
AL041851,UNNAMED,49,1851/08/21-12:00,,HU,23.9N,83.6W,70,-999
AL041851,UNNAMED,49,1851/08/21-18:00,,HU,24.4N,84.3W,70,-999
AL041851,UNNAMED,49,1851/08/22-00:00,,HU,25.0N,84.9W,80,-999
AL041851,UNNAMED,49,1851/08/22-06:00,,HU,25.6N,85.5W,80,-999
AL041851,UNNAMED,49,1851/08/22-12:00,,HU,26.2N,86.0W,90,-999
AL041851,UNNAMED,49,1851/08/22-18:00,,HU,26.8N,86.3W,90,-999
AL041851,UNNAMED,49,1851/08/23-00:00,,HU,27.4N,86.5W,100,-999
AL041851,UNNAMED,49,1851/08/23-06:00,,HU,28.0N,86.6W,100,-999
AL041851,UNNAMED,49,1851/08/23-12:00,,HU,28.5N,86.6W,100,-999
AL041851,UNNAMED,49,1851/08/23-18:00,,HU,29.6N,86.1W,100,-999
AL041851,UNNAMED,49,1851/08/23-21:00,L,HU,30.1N,85.7W,100,-999
AL041851,UNNAMED,49,1851/08/24-00:00,,HU,30.7N,85.1W,90,-999
AL041851,UNNAMED,49,1851/08/24-06:00,,HU,31.6N,84.1W,70,-999
AL041851,UNNAMED,49,1851/08/24-12:00,,TS,32.5N,83.0W,60,-999
AL041851,UNNAMED,49,1851/08/24-18:00,,TS,33.4N,81.4W,50,-999
AL041851,UNNAMED,49,1851/08/25-00:00,,TS,34.0N,80.0W,40,-999
AL041851,UNNAMED,49,1851/08/25-06:00,,TS,34.8N,78.6W,40,-999
AL041851,UNNAMED,49,1851/08/25-12:00,,TS,35.8N,77.0W,40,-999
AL041851,UNNAMED,49,1851/08/25-18:00,,TS,36.8N,75.1W,40,-999
AL041851,UNNAMED,49,1851/08/26-00:00,,TS,37.8N,73.6W,40,-999
AL041851,UNNAMED,49,1851/08/26-06:00,,TS,38.9N,71.8W,40,-999
AL041851,UNNAMED,49,1851/08/26-12:00,,TS,40.0N,70.0W,40,-999
AL041851,UNNAMED,49,1851/08/26-18:00,,TS,41.3N,66.8W,40,-999
AL041851,UNNAMED,49,1851/08/27-00:00,,TS,42.8N,63.3W,40,-999
AL041851,UNNAMED,49,1851/08/27-06:00,,TS,44.5N,60.2W,40,-999
AL041851,UNNAMED,49,1851/08/27-12:00,,TS,46.4N,57.2W,40,-999
AL041851,UNNAMED,49,1851/08/27-18:00,,TS,48.5N,54.2W,40,-999
AL051851,UNNAMED,16,1851/09/13-00:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/13-06:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/13-12:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/13-18:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/14-00:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/14-06:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/14-12:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/14-18:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/15-00:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/15-06:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/15-12:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/15-18:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/16-00:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/16-06:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/16-12:00,,TS,32.5N,73.5W,50,-999
AL051851,UNNAMED,16,1851/09/16-18:00,,TS,32.5N,73.5W,50,-999
AL061851,UNNAMED,17,1851/10/16-00:00,,TS,28.7N,78.0W,40,-999
AL061851,UNNAMED,17,1851/10/16-06:00,,TS,29.1N,77.8W,40,-999
AL061851,UNNAMED,17,1851/10/16-12:00,,TS,29.5N,77.5W,50,-999
AL061851,UNNAMED,17,1851/10/16-18:00,,TS,30.1N,77.1W,50,-999
AL061851,UNNAMED,17,1851/10/17-00:00,,TS,30.7N,76.6W,60,-999
AL061851,UNNAMED,17,1851/10/17-06:00,,TS,31.2N,76.3W,60,-999
AL061851,UNNAMED,17,1851/10/17-12:00,,TS,31.6N,75.9W,60,-999
AL061851,UNNAMED,17,1851/10/17-18:00,,TS,32.0N,75.5W,60,-999
AL061851,UNNAMED,17,1851/10/18-00:00,,TS,32.7N,74.9W,60,-999
AL061851,UNNAMED,17,1851/10/18-06:00,,TS,33.3N,74.3W,60,-999
AL061851,UNNAMED,17,1851/10/18-12:00,,TS,34.0N,73.8W,60,-999
AL061851,UNNAMED,17,1851/10/18-18:00,,TS,35.3N,73.0W,60,-999
AL061851,UNNAMED,17,1851/10/19-00:00,,TS,37.0N,72.6W,50,-999
AL061851,UNNAMED,17,1851/10/19-06:00,,TS,38.5N,72.1W,50,-999
AL061851,UNNAMED,17,1851/10/19-12:00,,TS,40.2N,71.8W,50,-999
AL061851,UNNAMED,17,1851/10/19-15:00,L,TS,41.1N,71.7W,50,-999
AL061851,UNNAMED,17,1851/10/19-18:00,,TS,42.0N,71.6W,40,-999
AL011852,UNNAMED,45,1852/08/19-00:00,,TS,20.5N,67.1W,60,-999
AL011852,UNNAMED,45,1852/08/19-06:00,,TS,20.7N,68.0W,60,-999
AL011852,UNNAMED,45,1852/08/19-12:00,,TS,20.9N,68.8W,60,-999
AL011852,UNNAMED,45,1852/08/19-18:00,,TS,21.1N,69.6W,60,-999
AL011852,UNNAMED,45,1852/08/20-00:00,,HU,21.2N,70.6W,70,-999
AL011852,UNNAMED,45,1852/08/20-06:00,,HU,21.5N,71.9W,70,-999
AL011852,UNNAMED,45,1852/08/20-12:00,,HU,21.7N,73.0W,70,-999
AL011852,UNNAMED,45,1852/08/20-18:00,,HU,21.9N,74.0W,70,-999
AL011852,UNNAMED,45,1852/08/21-00:00,,HU,22.1N,74.9W,80,-999
AL011852,UNNAMED,45,1852/08/21-06:00,,HU,22.2N,76.1W,80,-999
AL011852,UNNAMED,45,1852/08/21-12:00,,HU,22.6N,77.1W,80,-999
AL011852,UNNAMED,45,1852/08/21-18:00,,HU,22.9N,78.1W,80,-999
AL011852,UNNAMED,45,1852/08/22-00:00,,HU,23.2N,79.3W,90,-999
AL011852,UNNAMED,45,1852/08/22-06:00,,HU,23.5N,80.1W,90,-999
AL011852,UNNAMED,45,1852/08/22-12:00,,HU,23.8N,81.1W,90,-999
AL011852,UNNAMED,45,1852/08/22-18:00,,HU,24.2N,82.1W,90,-999
AL011852,UNNAMED,45,1852/08/23-00:00,,HU,24.7N,83.1W,90,-999
AL011852,UNNAMED,45,1852/08/23-06:00,,HU,25.2N,83.9W,90,-999
AL011852,UNNAMED,45,1852/08/23-12:00,,HU,25.7N,84.6W,90,-999
AL011852,UNNAMED,45,1852/08/23-18:00,,HU,26.2N,85.3W,90,-999
AL011852,UNNAMED,45,1852/08/24-00:00,,HU,26.7N,86.0W,100,-999
AL011852,UNNAMED,45,1852/08/24-06:00,,HU,27.2N,86.6W,100,-999
AL011852,UNNAMED,45,1852/08/24-12:00,,HU,27.7N,87.1W,100,-999
AL011852,UNNAMED,45,1852/08/24-18:00,,HU,28.2N,87.5W,100,-999
AL011852,UNNAMED,45,1852/08/25-00:00,,HU,28.6N,87.8W,100,-999
AL011852,UNNAMED,45,1852/08/25-06:00,,HU,28.8N,88.0W,100,-999
AL011852,UNNAMED,45,1852/08/25-12:00,,HU,29.1N,88.2W,100,-999
AL011852,UNNAMED,45,1852/08/25-18:00,,HU,29.4N,88.4W,100,-999
AL011852,UNNAMED,45,1852/08/26-00:00,,HU,29.8N,88.6W,100,-999
AL011852,UNNAMED,45,1852/08/26-06:00,L,HU,30.2N,88.6W,100,961
AL011852,UNNAMED,45,1852/08/26-12:00,,HU,30.6N,88.5W,90,-999
AL011852,UNNAMED,45,1852/08/26-18:00,,HU,31.2N,88.1W,70,-999
AL011852,UNNAMED,45,1852/08/27-00:00,,TS,31.8N,87.4W,50,-999
AL011852,UNNAMED,45,1852/08/27-06:00,,TS,32.3N,86.3W,40,-999
AL011852,UNNAMED,45,1852/08/27-12:00,,TS,32.8N,84.8W,40,-999
AL011852,UNNAMED,45,1852/08/27-18:00,,TS,33.2N,82.8W,40,-999
AL011852,UNNAMED,45,1852/08/28-00:00,,TS,33.5N,80.5W,40,-999
AL011852,UNNAMED,45,1852/08/28-06:00,,TS,33.8N,78.2W,40,-999
AL011852,UNNAMED,45,1852/08/28-12:00,,TS,34.0N,76.0W,40,-999
AL011852,UNNAMED,45,1852/08/28-18:00,,TS,34.4N,74.2W,40,-999
AL011852,UNNAMED,45,1852/08/29-00:00,,TS,35.2N,72.8W,50,-999
AL011852,UNNAMED,45,1852/08/29-06:00,,TS,36.4N,71.8W,50,-999
AL011852,UNNAMED,45,1852/08/29-12:00,,TS,38.0N,70.8W,50,-999
AL011852,UNNAMED,45,1852/08/29-18:00,,TS,39.6N,69.6W,50,-999
AL011852,UNNAMED,45,1852/08/30-00:00,,TS,41.0N,68.0W,50,-999
AL021852,UNNAMED,8,1852/09/05-00:00,,HU,17.0N,64.1W,70,-999
AL021852,UNNAMED,8,1852/09/05-06:00,,HU,17.4N,65.1W,70,-999
AL021852,UNNAMED,8,1852/09/05-12:00,,HU,17.7N,66.1W,70,-999
AL021852,UNNAMED,8,1852/09/05-18:00,,TS,18.2N,67.1W,60,-999
AL021852,UNNAMED,8,1852/09/06-00:00,,TS,18.6N,68.8W,60,-999
AL021852,UNNAMED,8,1852/09/06-06:00,,TS,19.2N,70.1W,50,-999
AL021852,UNNAMED,8,1852/09/06-12:00,,TS,19.5N,71.4W,40,-999
AL021852,UNNAMED,8,1852/09/06-18:00,,TS,19.7N,72.5W,40,-999
AL031852,UNNAMED,20,1852/09/09-00:00,,HU,26.4N,90.4W,70,-999
AL031852,UNNAMED,20,1852/09/09-06:00,,HU,26.5N,89.6W,70,-999
AL031852,UNNAMED,20,1852/09/09-12:00,,HU,26.6N,88.8W,70,-999
AL031852,UNNAMED,20,1852/09/09-18:00,,HU,26.6N,88.1W,70,-999
AL031852,UNNAMED,20,1852/09/10-00:00,,HU,26.8N,87.4W,70,-999
AL031852,UNNAMED,20,1852/09/10-06:00,,HU,26.9N,86.6W,70,-999
AL031852,UNNAMED,20,1852/09/10-12:00,,HU,27.1N,86.1W,70,-999
AL031852,UNNAMED,20,1852/09/10-18:00,,HU,27.3N,85.6W,70,-999
AL031852,UNNAMED,20,1852/09/11-00:00,,HU,27.5N,85.1W,70,-999
AL031852,UNNAMED,20,1852/09/11-06:00,,HU,27.7N,84.6W,70,-999
AL031852,UNNAMED,20,1852/09/11-12:00,,HU,27.8N,84.0W,70,-999
AL031852,UNNAMED,20,1852/09/11-18:00,,HU,27.9N,83.4W,70,-999
AL031852,UNNAMED,20,1852/09/12-00:00,L,HU,28.0N,82.8W,70,-999
AL031852,UNNAMED,20,1852/09/12-06:00,,TS,28.1N,82.2W,60,-999
AL031852,UNNAMED,20,1852/09/12-12:00,,TS,28.2N,81.5W,50,-999
AL031852,UNNAMED,20,1852/09/12-18:00,,TS,28.5N,80.5W,50,-999
AL031852,UNNAMED,20,1852/09/13-00:00,,TS,29.2N,79.0W,60,-999
AL031852,UNNAMED,20,1852/09/13-06:00,,HU,30.4N,77.0W,70,-999
AL031852,UNNAMED,20,1852/09/13-12:00,,HU,32.0N,74.5W,70,-999
AL031852,UNNAMED,20,1852/09/13-18:00,,HU,34.0N,71.5W,70,-999
AL041852,UNNAMED,36,1852/09/22-00:00,,TS,16.1N,58.5W,50,-999
AL041852,UNNAMED,36,1852/09/22-06:00,,TS,16.4N,59.1W,50,-999
AL041852,UNNAMED,36,1852/09/22-12:00,,TS,16.7N,59.7W,50,-999
AL041852,UNNAMED,36,1852/09/22-18:00,,TS,17.0N,60.3W,50,-999
AL041852,UNNAMED,36,1852/09/23-00:00,,TS,17.4N,61.2W,60,-999
AL041852,UNNAMED,36,1852/09/23-06:00,,TS,17.7N,62.2W,60,-999
AL041852,UNNAMED,36,1852/09/23-12:00,,HU,18.1N,63.1W,70,-999
AL041852,UNNAMED,36,1852/09/23-18:00,,HU,18.4N,63.7W,70,-999
AL041852,UNNAMED,36,1852/09/24-00:00,,HU,18.7N,64.3W,70,-999
AL041852,UNNAMED,36,1852/09/24-06:00,,HU,18.9N,65.0W,70,-999
AL041852,UNNAMED,36,1852/09/24-12:00,,HU,19.1N,65.8W,70,-999
AL041852,UNNAMED,36,1852/09/24-18:00,,HU,19.2N,66.6W,70,-999
AL041852,UNNAMED,36,1852/09/25-00:00,,HU,19.5N,67.4W,80,-999
AL041852,UNNAMED,36,1852/09/25-06:00,,HU,19.7N,68.1W,80,-999
AL041852,UNNAMED,36,1852/09/25-12:00,,HU,19.9N,68.8W,80,-999
AL041852,UNNAMED,36,1852/09/25-18:00,,HU,20.0N,69.6W,80,-999
AL041852,UNNAMED,36,1852/09/26-00:00,,HU,20.1N,70.3W,80,-999
AL041852,UNNAMED,36,1852/09/26-06:00,,HU,20.4N,70.9W,80,-999
AL041852,UNNAMED,36,1852/09/26-12:00,,HU,20.7N,71.6W,80,-999
AL041852,UNNAMED,36,1852/09/26-18:00,,HU,21.0N,72.1W,80,-999
AL041852,UNNAMED,36,1852/09/27-00:00,,HU,21.4N,73.0W,80,-999
AL041852,UNNAMED,36,1852/09/27-06:00,,HU,21.9N,73.6W,80,-999
AL041852,UNNAMED,36,1852/09/27-12:00,,HU,22.5N,74.0W,80,-999
AL041852,UNNAMED,36,1852/09/27-18:00,,HU,23.2N,74.4W,80,-999
AL041852,UNNAMED,36,1852/09/28-00:00,,HU,23.9N,74.6W,80,-999
AL041852,UNNAMED,36,1852/09/28-06:00,,HU,24.6N,74.6W,80,-999
AL041852,UNNAMED,36,1852/09/28-12:00,,HU,25.4N,74.5W,80,-999
AL041852,UNNAMED,36,1852/09/28-18:00,,HU,26.5N,74.0W,80,-999
AL041852,UNNAMED,36,1852/09/29-00:00,,HU,27.4N,73.5W,80,-999
AL041852,UNNAMED,36,1852/09/29-06:00,,HU,28.2N,72.9W,80,-999
AL041852,UNNAMED,36,1852/09/29-12:00,,HU,29.0N,72.3W,80,-999
AL041852,UNNAMED,36,1852/09/29-18:00,,HU,30.2N,71.5W,80,-999
AL041852,UNNAMED,36,1852/09/30-00:00,,HU,31.6N,70.5W,70,-999
AL041852,UNNAMED,36,1852/09/30-06:00,,HU,32.7N,69.6W,70,-999
AL041852,UNNAMED,36,1852/09/30-12:00,,HU,33.8N,69.1W,70,-999
AL041852,UNNAMED,36,1852/09/30-18:00,,HU,34.9N,68.6W,70,-999
AL051852,UNNAMED,25,1852/10/06-00:00,,HU,17.0N,73.8W,90,-999
AL051852,UNNAMED,25,1852/10/06-06:00,,HU,17.1N,75.0W,90,-999
AL051852,UNNAMED,25,1852/10/06-12:00,,HU,17.2N,76.3W,90,-999
AL051852,UNNAMED,25,1852/10/06-18:00,,HU,17.2N,77.8W,90,-999
AL051852,UNNAMED,25,1852/10/07-00:00,,HU,17.7N,79.6W,90,-999
AL051852,UNNAMED,25,1852/10/07-06:00,,HU,18.2N,81.5W,90,-999
AL051852,UNNAMED,25,1852/10/07-12:00,,HU,18.7N,83.1W,90,-999
AL051852,UNNAMED,25,1852/10/07-18:00,,HU,19.5N,84.4W,90,-999
AL051852,UNNAMED,25,1852/10/08-00:00,,HU,20.4N,85.5W,90,-999
AL051852,UNNAMED,25,1852/10/08-06:00,,HU,21.2N,86.4W,90,-999
AL051852,UNNAMED,25,1852/10/08-12:00,,HU,22.4N,86.9W,90,-999
AL051852,UNNAMED,25,1852/10/08-18:00,,HU,24.0N,86.8W,90,-999
AL051852,UNNAMED,25,1852/10/09-00:00,,HU,25.6N,86.4W,90,-999
AL051852,UNNAMED,25,1852/10/09-06:00,,HU,26.9N,85.9W,90,-999
AL051852,UNNAMED,25,1852/10/09-12:00,,HU,28.0N,85.5W,90,-999
AL051852,UNNAMED,25,1852/10/09-18:00,,HU,29.2N,84.9W,90,-999
AL051852,UNNAMED,25,1852/10/09-21:00,L,HU,29.9N,84.4W,90,-999
AL051852,UNNAMED,25,1852/10/10-00:00,,HU,30.5N,83.9W,80,-999
AL051852,UNNAMED,25,1852/10/10-06:00,,TS,31.8N,82.8W,60,-999
AL051852,UNNAMED,25,1852/10/10-12:00,,TS,33.0N,81.1W,50,-999
AL051852,UNNAMED,25,1852/10/10-18:00,,TS,34.0N,79.5W,50,-999
AL051852,UNNAMED,25,1852/10/11-00:00,,TS,35.0N,77.0W,50,-999
AL051852,UNNAMED,25,1852/10/11-06:00,,TS,36.0N,74.0W,50,-999
AL051852,UNNAMED,25,1852/10/11-12:00,,TS,38.0N,70.0W,60,-999
AL051852,UNNAMED,25,1852/10/11-18:00,,TS,40.0N,66.0W,60,-999
AL011853,UNNAMED,1,1853/08/05-12:00,,TS,32.5N,69.0W,50,-999
AL021853,UNNAMED,1,1853/08/10-12:00,,TS,12.0N,60.0W,40,-999
AL031853,UNNAMED,48,1853/08/30-00:00,,TS,12.1N,23.2W,40,-999
AL031853,UNNAMED,48,1853/08/30-06:00,,TS,12.3N,25.1W,40,-999
AL031853,UNNAMED,48,1853/08/30-12:00,,TS,12.5N,27.0W,40,-999
AL031853,UNNAMED,48,1853/08/30-18:00,,TS,12.8N,28.9W,40,-999
AL031853,UNNAMED,48,1853/08/31-00:00,,TS,13.0N,30.9W,50,-999
AL031853,UNNAMED,48,1853/08/31-06:00,,TS,13.3N,33.0W,50,-999
AL031853,UNNAMED,48,1853/08/31-12:00,,TS,13.6N,35.0W,60,-999
AL031853,UNNAMED,48,1853/08/31-18:00,,TS,13.9N,36.8W,60,-999
AL031853,UNNAMED,48,1853/09/01-00:00,,HU,14.2N,38.5W,70,-999
AL031853,UNNAMED,48,1853/09/01-06:00,,HU,14.6N,40.5W,70,-999
AL031853,UNNAMED,48,1853/09/01-12:00,,HU,14.9N,42.3W,80,-999
AL031853,UNNAMED,48,1853/09/01-18:00,,HU,15.2N,43.9W,80,-999
AL031853,UNNAMED,48,1853/09/02-00:00,,HU,15.7N,45.7W,90,-999
AL031853,UNNAMED,48,1853/09/02-06:00,,HU,16.2N,47.3W,90,-999
AL031853,UNNAMED,48,1853/09/02-12:00,,HU,16.7N,49.0W,100,-999
AL031853,UNNAMED,48,1853/09/02-18:00,,HU,17.4N,51.0W,110,-999
AL031853,UNNAMED,48,1853/09/03-00:00,,HU,18.2N,52.8W,120,-999
AL031853,UNNAMED,48,1853/09/03-06:00,,HU,19.1N,54.6W,130,-999
AL031853,UNNAMED,48,1853/09/03-12:00,,HU,19.7N,56.2W,130,924
AL031853,UNNAMED,48,1853/09/03-18:00,,HU,20.7N,58.0W,130,-999
AL031853,UNNAMED,48,1853/09/04-00:00,,HU,21.2N,59.9W,120,-999
AL031853,UNNAMED,48,1853/09/04-06:00,,HU,22.0N,61.8W,120,-999
AL031853,UNNAMED,48,1853/09/04-12:00,,HU,22.7N,63.7W,120,-999
AL031853,UNNAMED,48,1853/09/04-18:00,,HU,23.4N,65.3W,120,-999
AL031853,UNNAMED,48,1853/09/05-00:00,,HU,24.2N,67.1W,120,-999
AL031853,UNNAMED,48,1853/09/05-06:00,,HU,25.0N,68.6W,120,-999
AL031853,UNNAMED,48,1853/09/05-12:00,,HU,25.8N,70.1W,120,-999
AL031853,UNNAMED,48,1853/09/05-18:00,,HU,26.6N,71.1W,120,-999
AL031853,UNNAMED,48,1853/09/06-00:00,,HU,27.3N,72.0W,120,-999
AL031853,UNNAMED,48,1853/09/06-06:00,,HU,28.2N,72.9W,120,-999
AL031853,UNNAMED,48,1853/09/06-12:00,,HU,29.1N,73.5W,120,-999
AL031853,UNNAMED,48,1853/09/06-18:00,,HU,30.2N,74.0W,120,-999
AL031853,UNNAMED,48,1853/09/07-00:00,,HU,31.2N,74.3W,110,-999
AL031853,UNNAMED,48,1853/09/07-06:00,,HU,32.5N,74.1W,110,-999
AL031853,UNNAMED,48,1853/09/07-12:00,,HU,33.7N,73.9W,100,-999
AL031853,UNNAMED,48,1853/09/07-18:00,,HU,34.9N,72.9W,100,-999
AL031853,UNNAMED,48,1853/09/08-00:00,,HU,36.0N,71.6W,100,-999
AL031853,UNNAMED,48,1853/09/08-06:00,,HU,36.8N,69.9W,100,-999
AL031853,UNNAMED,48,1853/09/08-12:00,,HU,37.5N,67.9W,100,-999
AL031853,UNNAMED,48,1853/09/08-18:00,,HU,38.2N,65.4W,100,-999
AL031853,UNNAMED,48,1853/09/09-00:00,,HU,39.0N,62.3W,100,-999
AL031853,UNNAMED,48,1853/09/09-06:00,,HU,39.9N,59.4W,90,-999
AL031853,UNNAMED,48,1853/09/09-12:00,,HU,40.8N,56.8W,80,-999
AL031853,UNNAMED,48,1853/09/09-18:00,,HU,41.9N,53.4W,70,-999
AL031853,UNNAMED,48,1853/09/10-00:00,,HU,42.9N,49.5W,70,-999
AL031853,UNNAMED,48,1853/09/10-06:00,,HU,43.9N,45.5W,70,-999
AL031853,UNNAMED,48,1853/09/10-12:00,,HU,45.0N,41.2W,70,-999
AL031853,UNNAMED,48,1853/09/10-18:00,,HU,46.2N,36.2W,70,-999
AL041853,UNNAMED,12,1853/09/08-00:00,,HU,37.0N,53.0W,100,-999
AL041853,UNNAMED,12,1853/09/08-06:00,,HU,38.0N,51.0W,100,-999
AL041853,UNNAMED,12,1853/09/08-12:00,,HU,39.0N,49.0W,100,-999
AL041853,UNNAMED,12,1853/09/08-18:00,,HU,40.0N,46.8W,100,-999
AL041853,UNNAMED,12,1853/09/09-00:00,,HU,41.3N,44.0W,100,-999
AL041853,UNNAMED,12,1853/09/09-06:00,,HU,42.5N,41.5W,100,-999
AL041853,UNNAMED,12,1853/09/09-12:00,,HU,43.4N,39.3W,100,-999
AL041853,UNNAMED,12,1853/09/09-18:00,,HU,44.5N,37.2W,100,-999
AL041853,UNNAMED,12,1853/09/10-00:00,,HU,45.5N,34.7W,100,-999
AL041853,UNNAMED,12,1853/09/10-06:00,,HU,46.3N,32.3W,100,-999
AL041853,UNNAMED,12,1853/09/10-12:00,,HU,47.0N,30.0W,90,-999
AL041853,UNNAMED,12,1853/09/10-18:00,,HU,48.0N,27.5W,90,-999
AL051853,UNNAMED,1,1853/09/21-12:00,,TS,20.0N,95.0W,50,-999
AL061853,UNNAMED,22,1853/09/26-00:00,,TS,25.8N,62.0W,50,-999
AL061853,UNNAMED,22,1853/09/26-06:00,,TS,27.4N,62.5W,50,-999
AL061853,UNNAMED,22,1853/09/26-12:00,,TS,29.0N,62.9W,50,-999
AL061853,UNNAMED,22,1853/09/26-18:00,,TS,30.6N,63.2W,50,-999
AL061853,UNNAMED,22,1853/09/27-00:00,,TS,32.9N,62.6W,60,-999
AL061853,UNNAMED,22,1853/09/27-06:00,,TS,34.8N,61.3W,60,-999
AL061853,UNNAMED,22,1853/09/27-12:00,,HU,36.0N,59.8W,70,-999
AL061853,UNNAMED,22,1853/09/27-18:00,,HU,36.7N,58.4W,70,-999
AL061853,UNNAMED,22,1853/09/28-00:00,,HU,36.8N,57.4W,70,-999
AL061853,UNNAMED,22,1853/09/28-06:00,,HU,36.3N,56.7W,70,-999
AL061853,UNNAMED,22,1853/09/28-12:00,,HU,35.5N,56.9W,70,-999
AL061853,UNNAMED,22,1853/09/28-18:00,,HU,35.5N,57.0W,70,-999
AL061853,UNNAMED,22,1853/09/29-00:00,,HU,35.4N,57.2W,70,-999
AL061853,UNNAMED,22,1853/09/29-06:00,,HU,35.3N,57.4W,70,-999
AL061853,UNNAMED,22,1853/09/29-12:00,,HU,35.3N,57.7W,70,-999
AL061853,UNNAMED,22,1853/09/29-18:00,,HU,35.4N,57.9W,70,-999
AL061853,UNNAMED,22,1853/09/30-00:00,,HU,35.5N,58.1W,70,-999
AL061853,UNNAMED,22,1853/09/30-06:00,,HU,35.5N,58.2W,70,-999
AL061853,UNNAMED,22,1853/09/30-12:00,,HU,35.8N,58.3W,70,-999
AL061853,UNNAMED,22,1853/09/30-18:00,,HU,36.3N,58.0W,70,-999
AL061853,UNNAMED,22,1853/10/01-00:00,,HU,37.0N,57.5W,70,-999
AL061853,UNNAMED,22,1853/10/01-06:00,,HU,38.0N,56.8W,70,-999
